p/MPa,T/K,x_He,x_Ar,y_He,y_Ar,author,reference_ID,region,point_ID,weight
89.672625,108.1809,0.0762,0.9238,0.9747,0.0253,Streett,38,TP,11,1e+0
96.562725,108.1809,0.0776,0.9224,0.9754,0.0246,Streett,38,TP,12,1e+0
103.45283,108.1809,0.0784,0.9216,0.9767,0.0233,Streett,38,TP,13,1e+0
110.34293,108.1809,0.0802,0.9198,0.9774,0.0226,Streett,38,TP,14,1e+0
117.9423,108.1809,0.0813,0.9187,0.9774,0.0226,Streett,38,TP,15,1e+0
120.67808,108.1809,0.0819,0.9181,0.9774,0.0226,Streett,38,TP,16,1e+0
122.4006,108.1809,0.0823,0.9177,0.9774,0.0226,Streett,38,TP,17,1e+0
124.12313,108.1809,0.0834,0.9166,0.9774,0.0226,Streett,38,TP,18,1e+0
126.14963,108.1809,0.0841,0.9159,0.9774,0.0226,Streett,38,TP,19,1e+0
127.77083,108.1809,0.0841,0.9159,0.9775,0.0225,Streett,38,TP,20,1e+0
34.4505,120.0229,0.0796,0.9204,0.9117,0.0883,Streett,38,TP,21,1e+0
61.301625,120.0229,0.1078,0.8922,0.9312,0.0688,Streett,38,TP,22,1e+0
74.473875,120.0229,0.1152,0.8848,0.9426,0.0574,Streett,38,TP,23,1e+0
89.672625,120.0229,0.1221,0.8779,0.9486,0.0514,Streett,38,TP,24,1e+0
103.45283,120.0229,0.1253,0.8747,0.9528,0.0472,Streett,38,TP,25,1e+0
117.23303,120.0229,0.1284,0.8716,0.9557,0.0443,Streett,38,TP,26,1e+0
131.01323,120.0229,0.1286,0.8714,0.9588,0.0412,Streett,38,TP,27,1e+0
144.79343,120.0229,0.1286,0.8714,0.9629,0.0371,Streett,38,TP,28,1e+0
158.57363,120.0229,0.1315,0.8685,0.965,0.035,Streett,38,TP,29,1e+0
172.35383,120.0229,0.1316,0.8684,0.9678,0.0322,Streett,38,TP,30,1e+0
186.13403,120.0229,0.1316,0.8684,0.9698,0.0302,Streett,38,TP,31,1e+0
193.02413,120.0229,0.1316,0.8684,0.9705,0.0295,Streett,38,TP,32,1e+0
199.91423,120.0229,0.1316,0.8684,0.9705,0.0295,Streett,38,TP,33,1e+0
207.5136,120.0229,0.1313,0.8687,0.9705,0.0295,Streett,38,TP,34,1e+0
211.1613,120.0229,0.131,0.869,0.9707,0.0293,Streett,38,TP,35,1e+0
35.86905,129.7537,0.1185,0.8815,0.8555,0.1445,Streett,38,TP,36,1e+0
48.2307,129.7537,0.1395,0.8605,0.8761,0.1239,Streett,38,TP,37,1e+0
62.0109,129.7537,0.1557,0.8443,0.8912,0.1088,Streett,38,TP,38,1e+0
75.7911,129.7537,0.1671,0.8329,0.9078,0.0922,Streett,38,TP,39,1e+0
124.12313,129.7537,0.1836,0.8164,0.936,0.064,Streett,38,TP,42,1e+0
136.1808,129.7537,0.1848,0.8152,0.9413,0.0587,Streett,38,TP,43,1e+0
158.57363,129.7537,0.1856,0.8144,0.9492,0.0508,Streett,38,TP,44,1e+0
186.13403,129.7537,0.1836,0.8164,0.956,0.044,Streett,38,TP,45,1e+0
241.35615,129.7537,0.1769,0.8231,0.9595,0.0405,Streett,38,TP,47,1e+0
262.02645,129.7537,0.1746,0.8254,0.9616,0.0384,Streett,38,TP,48,1e+0
276.51593,129.7537,0.1732,0.8268,0.965,0.035,Streett,38,TP,49,1e+0
282.69675,129.7537,0.1722,0.8278,0.9692,0.0308,Streett,38,TP,50,1e+0
288.06698,129.7537,0.172,0.828,0.9662,0.0338,Streett,38,TP,51,1e+0
34.4505,139.404,0.1765,0.8235,0.7502,0.2498,Streett,38,TP,52,1e+0
48.2307,139.404,0.2127,0.7873,0.7894,0.2106,Streett,38,TP,53,1e+0
62.0109,139.404,0.2347,0.7653,0.8157,0.1843,Streett,38,TP,54,1e+0
75.7911,139.404,0.2479,0.7521,0.8353,0.1647,Streett,38,TP,55,1e+0
89.672625,139.404,0.2563,0.7437,0.852,0.148,Streett,38,TP,56,1e+0
103.45283,139.404,0.2605,0.7395,0.8659,0.1341,Streett,38,TP,57,1e+0
117.23303,139.404,0.2629,0.7371,0.8775,0.1225,Streett,38,TP,58,1e+0
131.21588,139.404,0.2629,0.7371,0.8875,0.1125,Streett,38,TP,59,1e+0
144.79343,139.404,0.2611,0.7389,0.8961,0.1039,Streett,38,TP,60,1e+0
172.35383,139.404,0.2581,0.7419,0.9091,0.0909,Streett,38,TP,61,1e+0
199.91423,139.404,0.2529,0.7471,0.9195,0.0805,Streett,38,TP,62,1e+0
227.57595,139.404,0.2456,0.7544,0.928,0.072,Streett,38,TP,63,1e+0
255.13635,139.404,0.2405,0.7595,0.9333,0.0667,Streett,38,TP,64,1e+0
282.69675,139.404,0.2329,0.7671,0.9392,0.0608,Streett,38,TP,65,1e+0
289.58685,139.404,0.2329,0.7671,0.9406,0.0594,Streett,38,TP,66,1e+0
296.47695,139.404,0.2307,0.7693,0.9419,0.0581,Streett,38,TP,67,1e+0
303.36705,139.404,0.2306,0.7694,0.9486,0.0514,Streett,38,TP,68,1e+0
310.25715,139.404,0.2285,0.7715,0.9499,0.0501,Streett,38,TP,69,1e+0
317.14725,139.404,0.2277,0.7723,0.9509,0.0491,Streett,38,TP,70,1e+0
324.03735,139.404,0.2261,0.7739,0.9513,0.0487,Streett,38,TP,71,1e+0
332.64998,139.404,0.2251,0.7749,0.9534,0.0466,Streett,38,TP,72,1e+0
345.41693,139.404,0.2238,0.7762,0.9545,0.0455,Streett,38,TP,73,1e+0
358.18388,139.404,0.2226,0.7774,0.9556,0.0444,Streett,38,TP,74,1e+0
361.9329,139.404,0.2224,0.7776,0.9556,0.0444,Streett,38,TP,75,1e+0
379.25948,145.0144,0.2494,0.7506,0.9379,0.0621,Streett,38,TP,79,1e+3
421.9173,145.0144,0.248,0.752,0.9383,0.0617,Streett,38,TP,80,1e+3
22.08885,146.9142,0.2188,0.7812,0.4957,0.5043,Streett,38,TP,81,1e+3
27.5604,146.9142,0.2584,0.7416,0.5182,0.4818,Streett,38,TP,82,1e+3
43.468425,146.9142,0.3425,0.6575,0.5876,0.4124,Streett,38,TP,84,1e+3
49.64925,146.9142,0.3576,0.6424,0.6127,0.3873,Streett,38,TP,85,1e+3
55.1208,146.9142,0.3717,0.6283,0.6328,0.3672,Streett,38,TP,86,1e+3
68.901,146.9142,0.3817,0.6183,0.681,0.319,Streett,38,TP,87,1e+3
82.782525,146.9142,0.3842,0.6158,0.7282,0.2718,Streett,38,TP,88,1e+3
96.562725,146.9142,0.3822,0.6178,0.7571,0.2429,Streett,38,TP,89,1e+3
110.34293,146.9142,0.375,0.625,0.7778,0.2222,Streett,38,TP,90,1e+3
124.12313,146.9142,0.3696,0.6304,0.7976,0.2024,Streett,38,TP,91,1e+3
137.90333,146.9142,0.3614,0.6386,0.8203,0.1797,Streett,38,TP,92,1e+3
165.46373,146.9142,0.3479,0.6521,0.852,0.148,Streett,38,TP,93,1e+3
206.80433,146.9142,0.331,0.669,0.8818,0.1182,Streett,38,TP,94,1e+3
280.8729,146.9142,0.304,0.696,0.9117,0.0883,Streett,38,TP,96,1e+3
310.25715,146.9142,0.2942,0.7058,0.9208,0.0792,Streett,38,TP,97,1e+3
34.4505,147.3141,0.3105,0.6895,0.5349,0.4651,Streett,38,TP,98,1e+3
41.3406,147.3141,0.3546,0.6454,0.5536,0.4464,Streett,38,TP,99,1e+3
48.2307,147.3141,0.3839,0.6161,0.5808,0.4192,Streett,38,TP,100,1e+3
68.901,147.3141,0.4089,0.5911,0.6607,0.3393,Streett,38,TP,101,1e+3
82.782525,147.3141,0.4045,0.5955,0.7064,0.2936,Streett,38,TP,102,1e+3
21.379575,147.8141,0.2269,0.7731,0.4476,0.5524,Streett,38,TP,103,1e+3
26.54715,147.8141,0.2653,0.7347,0.4604,0.5396,Streett,38,TP,104,1e+3
31.41075,147.8141,0.305,0.695,0.4721,0.5279,Streett,38,TP,105,1e+3
62.720175,147.8141,0.4272,0.5728,0.5985,0.4015,Streett,38,TP,110,1e+3
64.138725,147.8141,0.4278,0.5722,0.6052,0.3948,Streett,38,TP,111,1e+3
68.901,147.8141,0.4232,0.5768,0.6315,0.3685,Streett,38,TP,112,1e+3
82.782525,147.8141,0.409,0.591,0.6928,0.3072,Streett,38,TP,113,1e+3
96.562725,147.8141,0.4054,0.5946,0.7338,0.2662,Streett,38,TP,114,1e+3
9.625875,148.0441,0.0854,0.9146,0.2787,0.7213,Streett,38,TP,115,1e+3
14.084175,148.0441,0.144,0.856,0.3556,0.6444,Streett,38,TP,116,1e+3
17.934525,148.0441,0.1896,0.8104,0.3901,0.6099,Streett,38,TP,117,1e+3
22.798125,148.0441,0.24,0.76,0.4183,0.5817,Streett,38,TP,118,1e+3
26.243175,148.0441,0.311,0.689,0.3892,0.6108,Streett,38,TP,119,1e+3
65.86125,148.0441,0.4559,0.5441,0.5981,0.4019,Streett,38,TP,120,1e+3
83.69445,148.0441,0.4241,0.5759,0.6806,0.3194,Streett,38,TP,122,1e+3
89.5713,148.0441,0.4122,0.5878,0.7093,0.2907,Streett,38,TP,123,1e+3
104.36475,148.0441,0.4087,0.5913,0.7492,0.2508,Streett,38,TP,124,1e+3
117.23303,148.0441,0.3984,0.6016,0.7822,0.2178,Streett,38,TP,125,1e+3
137.90333,148.0441,0.3829,0.6171,0.8145,0.1855,Streett,38,TP,126,1e+3
165.46373,148.0441,0.3662,0.6338,0.8466,0.1534,Streett,38,TP,127,1e+3
193.02413,148.0441,0.3506,0.6494,0.8713,0.1287,Streett,38,TP,128,1e+3
206.80433,148.0441,0.3401,0.6599,0.8818,0.1182,Streett,38,TP,129,1e+3
241.35615,148.0441,0.3261,0.6739,0.8989,0.1011,Streett,38,TP,130,1e+3
273.67883,148.0441,0.3118,0.6882,0.9099,0.0901,Streett,38,TP,131,1e+3
310.25715,148.0441,0.2983,0.7017,0.9253,0.0747,Streett,38,TP,132,1e+3
346.1262,148.0441,0.2869,0.7131,0.9326,0.0674,Streett,38,TP,133,1e+3
79.337475,148.314,0.4795,0.5205,0.5796,0.4204,Streett,38,TP,135,1e+3
82.782525,148.314,0.4527,0.5473,0.6535,0.3465,Streett,38,TP,136,1e+3
96.562725,148.314,0.4308,0.5692,0.7137,0.2863,Streett,38,TP,137,1e+3
110.34293,148.314,0.4157,0.5843,0.7476,0.2524,Streett,38,TP,138,1e+3
124.12313,148.314,0.4054,0.5946,0.7751,0.2249,Streett,38,TP,139,1e+3
165.46373,148.314,0.3755,0.6245,0.8347,0.1653,Streett,38,TP,140,1e+3
89.267325,149.014,0.4855,0.5145,0.6362,0.3638,Streett,38,TP,141,1e+0
106.1886,149.014,0.4385,0.5615,0.7222,0.2778,Streett,38,TP,143,1e+0
117.23303,149.014,0.4256,0.5744,0.7502,0.2498,Streett,38,TP,144,1e+0
137.90333,149.014,0.4045,0.5955,0.7932,0.2068,Streett,38,TP,145,1e+0
165.46373,149.014,0.3826,0.6174,0.8325,0.1675,Streett,38,TP,146,1e+0
193.02413,149.014,0.3626,0.6374,0.8604,0.1396,Streett,38,TP,147,1e+0
248.24625,149.014,0.3319,0.6681,0.8907,0.1093,Streett,38,TP,148,1e+0
282.69675,149.014,0.3189,0.6811,0.9098,0.0902,Streett,38,TP,149,1e+0
342.68115,149.014,0.2937,0.7063,0.9273,0.0727,Streett,38,TP,150,1e+0
379.25948,149.014,0.2851,0.7149,0.9372,0.0628,Streett,38,TP,151,1e+0
103.45283,150.0339,0.5239,0.4761,0.6097,0.3903,Streett,38,TP,152,1e+0
110.34293,150.0339,0.4861,0.5139,0.6708,0.3292,Streett,38,TP,153,1e+0
125.44035,150.0339,0.4448,0.5552,0.7389,0.2611,Streett,38,TP,154,1e+0
137.90333,150.0339,0.4287,0.5713,0.7698,0.2302,Streett,38,TP,155,1e+0
151.68353,150.0339,0.4104,0.5896,0.7921,0.2079,Streett,38,TP,156,1e+0
172.35383,150.0339,0.3955,0.6045,0.8284,0.1716,Streett,38,TP,157,1e+0
207.5136,150.0339,0.3691,0.6309,0.8561,0.1439,Streett,38,TP,158,1e+0
242.3694,150.0339,0.3491,0.6509,0.8862,0.1138,Streett,38,TP,159,1e+0
276.51593,150.0339,0.3322,0.6678,0.9039,0.0961,Streett,38,TP,160,1e+0
300.63128,150.0339,0.3204,0.6796,0.9117,0.0883,Streett,38,TP,161,1e+0
344.70765,150.0339,0.3062,0.6938,0.9247,0.0753,Streett,38,TP,162,1e+0
413.70998,150.0339,0.2895,0.7105,0.9425,0.0575,Streett,38,TP,164,1e+0
124.12313,151.0038,0.5057,0.4943,0.6718,0.3282,Streett,38,TP,166,1e+0
137.90333,151.0038,0.4656,0.5344,0.7122,0.2878,Streett,38,TP,168,1e+0
172.35383,151.0038,0.4169,0.5831,0.8125,0.1875,Streett,38,TP,170,1e+0
194.03738,155.9534,0.5616,0.4384,0.7078,0.2922,Streett,38,TP,171,1e+0
195.15195,155.9534,0.5554,0.4446,0.7187,0.2813,Streett,38,TP,172,1e+0
198.1917,155.9534,0.5427,0.4573,0.7323,0.2677,Streett,38,TP,173,1e+0
200.6235,155.9534,0.5345,0.4655,0.743,0.257,Streett,38,TP,174,1e+0
220.58453,155.9534,0.4821,0.5179,0.7943,0.2057,Streett,38,TP,176,1e+0
241.35615,155.9534,0.4476,0.5524,0.8239,0.1761,Streett,38,TP,177,1e+0
275.80665,155.9534,0.4122,0.5878,0.8573,0.1427,Streett,38,TP,178,1e+0
310.25715,155.9534,0.3853,0.6147,0.8794,0.1206,Streett,38,TP,179,1e+0
344.70765,155.9534,0.3638,0.6362,0.8938,0.1062,Streett,38,TP,180,1e+0
378.5502,155.9534,0.3485,0.6515,0.9065,0.0935,Streett,38,TP,181,1e+0
413.70998,155.9534,0.3399,0.6601,0.9214,0.0786,Streett,38,TP,182,1e+0
222.00308,158.1033,0.5749,0.4251,0.6943,0.3057,Streett,38,TP,183,1e+0
227.57595,158.1033,0.5293,0.4707,0.7471,0.2529,Streett,38,TP,185,1e+0
244.09193,158.1033,0.4964,0.5036,0.7789,0.2211,Streett,38,TP,186,1e+0
279.96098,158.1033,0.4432,0.5568,0.826,0.174,Streett,38,TP,188,1e+0
299.21278,158.1033,0.4199,0.5801,0.8454,0.1546,Streett,38,TP,189,1e+0
250.27275,159.9132,0.5978,0.4022,0.6967,0.3033,Streett,38,TP,190,1e+0
251.99528,159.9132,0.5776,0.4224,0.7117,0.2883,Streett,38,TP,191,1e+0
255.13635,159.9132,0.5578,0.4422,0.7297,0.2703,Streett,38,TP,192,1e+0
259.89863,159.9132,0.5389,0.4611,0.7539,0.2461,Streett,38,TP,193,1e+0
292.01865,159.9132,0.4755,0.5245,0.8272,0.1728,Streett,38,TP,197,1e+0
310.25715,159.9132,0.4578,0.5422,0.8431,0.1569,Streett,38,TP,199,1e+0
344.70765,159.9132,0.4211,0.5789,0.8713,0.1287,Streett,38,TP,200,1e+0
379.25948,159.9132,0.4004,0.5996,0.8862,0.1138,Streett,38,TP,201,1e+0
413.70998,159.9132,0.3761,0.6239,0.9014,0.0986,Streett,38,TP,202,1e+0
1.41855,91.3581,0.0015,0.9985,0.8812,0.1188,Streett,37,TP,1,1e+0
4.13406,91.3581,0.0042,0.9958,0.9461,0.0539,Streett,37,TP,2,1e+0
6.859703,91.3581,0.0065,0.9935,0.9666,0.0334,Streett,37,TP,3,1e+0
13.303973,91.3581,0.0118,0.9882,0.9765,0.0235,Streett,37,TP,4,1e+0
20.46765,91.3581,0.0158,0.9842,0.9844,0.0156,Streett,37,TP,5,1e+0
27.35775,91.3581,0.0196,0.9804,0.9861,0.0139,Streett,37,TP,6,1e+0
32.049098,91.3581,0.0216,0.9784,0.9905,0.0095,Streett,37,TP,7,1e+0
36.59859,91.3581,0.0237,0.9763,0.9924,0.0076,Streett,37,TP,8,1e+0
3.252533,130.0801,0.0067,0.9933,0.2716,0.7284,Streett,37,TP,9,1e+0
5.71473,130.0801,0.0198,0.9802,0.52,0.48,Streett,37,TP,10,1e+0
14.134838,130.0801,0.0548,0.9452,0.748,0.252,Streett,37,TP,12,1e+0
19.950893,130.0801,0.0794,0.9206,0.7967,0.2033,Streett,37,TP,13,1e+0
27.915038,130.0801,0.1032,0.8968,0.8329,0.1671,Streett,37,TP,14,1e+0
34.602488,130.0801,0.12,0.88,0.8521,0.1479,Streett,37,TP,15,1e+0
41.837093,130.0801,0.1348,0.8652,0.867,0.133,Streett,37,TP,16,1e+0
48.494145,130.0801,0.1454,0.8546,0.8779,0.1221,Streett,37,TP,17,1e+0
55.414643,130.0801,0.1526,0.8474,0.8864,0.1136,Streett,37,TP,18,1e+0
61.92984,130.0801,0.1603,0.8397,0.9013,0.0987,Streett,37,TP,19,1e+0
68.546363,130.0801,0.1664,0.8336,0.9061,0.0939,Streett,37,TP,20,1e+0
25.746683,146.9112,0.2556,0.7444,0.4897,0.5103,Streett,37,TP,21,1e+0
28.877625,146.9112,0.2783,0.7217,0.5086,0.4914,Streett,37,TP,22,1e+0
31.704593,146.9112,0.3007,0.6993,0.5187,0.4813,Streett,37,TP,23,1e+0
32.322675,146.9112,0.3049,0.6951,0.524,0.476,Streett,37,TP,24,1e+0
37.49025,146.9112,0.3504,0.6496,0.5363,0.4637,Streett,37,TP,25,1e+0
41.289938,146.9112,0.3652,0.6348,0.5543,0.4457,Streett,37,TP,26,1e+0
44.805915,146.9112,0.3754,0.6246,0.5551,0.4449,Streett,37,TP,27,1e+0
48.666398,146.9112,0.3822,0.6178,0.5862,0.4138,Streett,37,TP,28,1e+0
53.692117,146.9112,0.3987,0.6013,0.6039,0.3961,Streett,37,TP,29,1e+0
61.68666,146.9112,0.4047,0.5953,0.638,0.362,Streett,37,TP,30,1e+0
68.931397,146.9112,0.4111,0.5889,0.6655,0.3345,Streett,37,TP,31,1e+0
64.108328,147.3015,0.4341,0.5659,0.6107,0.3893,Streett,37,TP,34,1e+0
68.931397,147.3015,0.4297,0.5703,0.6378,0.3622,Streett,37,TP,35,1e+0
6.869835,144.4091,0.0328,0.9672,0.3058,0.6942,Streett,37,TP,36,1e+0
13.405298,144.4091,0.0967,0.9033,0.4631,0.5369,Streett,37,TP,37,1e+0
20.437253,144.4091,0.157,0.843,0.5551,0.4449,Streett,37,TP,38,1e+0
27.347618,144.4091,0.1999,0.8001,0.6178,0.3822,Streett,37,TP,39,1e+0
34.602488,144.4091,0.2381,0.7619,0.6559,0.3441,Streett,37,TP,40,1e+0
42.252525,144.4091,0.2669,0.7331,0.682,0.318,Streett,37,TP,41,1e+0
48.666398,144.4091,0.2862,0.7138,0.702,0.298,Streett,37,TP,42,1e+0
55.455173,144.4091,0.2984,0.7016,0.7192,0.2808,Streett,37,TP,43,1e+0
24.297735,145.9804,0.217,0.783,0.5323,0.4677,Streett,37,TP,46,1e+0
30.812933,145.9804,0.2596,0.7404,0.5667,0.4333,Streett,37,TP,47,1e+0
38.604825,145.9804,0.2994,0.7006,0.6023,0.3977,Streett,37,TP,48,1e+0
45.079492,145.9804,0.3207,0.6793,0.6261,0.3739,Streett,37,TP,49,1e+0
54.79656,145.9804,0.3584,0.6416,0.66,0.34,Streett,37,TP,50,1e+0
68.586892,145.9804,0.3801,0.6199,0.7032,0.2968,Streett,37,TP,51,1e+0
9.88932,147.7419,0.0838,0.9162,0.2581,0.7419,Streett,37,TP,52,1e+0
14.337488,147.7419,0.1523,0.8477,0.3466,0.6534,Streett,37,TP,53,1e+0
17.235383,147.7419,0.1818,0.8182,0.3853,0.6147,Streett,37,TP,54,1e+0
23.922833,147.7419,0.2931,0.7069,0.4158,0.5842,Streett,37,TP,55,1e+0
26.293838,147.7419,0.3678,0.6322,0.3873,0.6127,Streett,37,TP,56,1e+0
386.04825,150.0339,0.2941,0.7059,0.9353,0.0647,Streett,39,TP,1,1e+0
427.38885,150.0339,0.2825,0.7175,0.9435,0.0565,Streett,39,TP,2,1e+0
451.80818,150.0339,0.2744,0.7256,0.9472,0.0528,Streett,39,TP,3,1e+0
468.32415,150.0339,0.27,0.73,0.949,0.051,Streett,39,TP,4,1e+0
351.49643,159.9132,0.424,0.576,0.8721,0.1279,Streett,39,TP,5,1e+0
400.13243,159.9132,0.3904,0.6096,0.8972,0.1028,Streett,39,TP,6,1e+0
448.05915,159.9132,0.364,0.636,0.9135,0.0865,Streett,39,TP,7,1e+0
496.28985,159.9132,0.3429,0.6571,0.9256,0.0744,Streett,39,TP,8,1e+0
538.6437,159.9132,0.3272,0.6728,0.9342,0.0658,Streett,39,TP,9,1e+0
564.48158,159.9132,0.3191,0.6809,0.9384,0.0616,Streett,39,TP,10,1e+0
566.6094,159.9132,0.317,0.683,0.939,0.061,Streett,39,TP,11,1e+0
406.71855,170.0127,0.682,0.318,0.682,0.318,Streett,39,TP,12,1e+0
414.2166,170.0127,0.5893,0.4107,0.7737,0.2263,Streett,39,TP,14,1e+0
420.49875,170.0127,0.5672,0.4328,0.7958,0.2042,Streett,39,TP,15,1e+0
427.9968,170.0127,0.5541,0.4459,0.8086,0.1914,Streett,39,TP,16,1e+0
441.87833,170.0127,0.5301,0.4699,0.8262,0.1738,Streett,39,TP,17,1e+0
462.54863,170.0127,0.502,0.498,0.847,0.153,Streett,39,TP,18,1e+0
496.28985,170.0127,0.4695,0.5305,0.8689,0.1311,Streett,39,TP,19,1e+0
545.22983,170.0127,0.4324,0.5676,0.8927,0.1073,Streett,39,TP,20,1e+0
593.46053,170.0127,0.4051,0.5949,0.9079,0.0921,Streett,39,TP,21,1e+0
619.7037,170.0127,0.3947,0.6053,0.9171,0.0829,Streett,39,TP,22,1e+0
663.78008,170.0127,0.376,0.624,0.9261,0.0739,Streett,39,TP,23,1e+0
681.7146,170.0127,0.368,0.632,0.93,0.07,Streett,39,TP,24,1e+0
580.3896,180.0122,0.702,0.298,0.702,0.298,Streett,39,TP,25,1e+0
587.2797,180.0122,0.6217,0.3783,0.7835,0.2165,Streett,39,TP,26,1e+0
593.46053,180.0122,0.6002,0.3998,0.7991,0.2009,Streett,39,TP,27,1e+0
599.64135,180.0122,0.5877,0.4123,0.8104,0.1896,Streett,39,TP,28,1e+0
607.24073,180.0122,0.5731,0.4269,0.8207,0.1793,Streett,39,TP,29,1e+0
629.32958,180.0122,0.5419,0.4581,0.8419,0.1581,Streett,39,TP,30,1e+0
655.47143,180.0122,0.5143,0.4857,0.8603,0.1397,Streett,39,TP,31,1e+0
703.09418,180.0122,0.4772,0.5228,0.8818,0.1182,Streett,39,TP,32,1e+0
751.62885,180.0122,0.4483,0.5517,0.8983,0.1017,Streett,39,TP,33,1e+0
796.8198,180.0122,0.4265,0.5735,0.9079,0.0921,Streett,39,TP,34,1e+0
800.97413,180.0122,0.424,0.576,0.91,0.09,Streett,39,TP,35,1e+0
783.0396,190.0118,0.715,0.285,0.715,0.285,Streett,39,TP,36,1e+0
793.67873,190.0118,0.6346,0.3654,0.7989,0.2011,Streett,39,TP,37,1e+0
800.26485,190.0118,0.6193,0.3807,0.8086,0.1914,Streett,39,TP,38,1e+0
807.86423,190.0118,0.6042,0.3958,0.821,0.179,Streett,39,TP,39,1e+0
814.34903,190.0118,0.5949,0.4051,0.828,0.172,Streett,39,TP,40,1e+0
835.7286,190.0118,0.5697,0.4303,0.8433,0.1567,Streett,39,TP,41,1e+0
867.84863,190.0118,0.5265,0.4735,0.8605,0.1395,Streett,39,TP,42,1e+0
900.1713,190.0118,0.5167,0.4833,0.8762,0.1238,Streett,39,TP,43,1e+0
926.41448,190.0118,0.5033,0.4967,0.8821,0.1179,Streett,39,TP,44,1e+0
931.17675,190.0118,0.5,0.5,0.883,0.117,Streett,39,TP,45,1e+0
851.43398,193.0116,0.719,0.281,0.719,0.281,Streett,39,TP,46,1e+0
865.7208,193.0116,0.6259,0.3741,0.8073,0.1927,Streett,39,TP,47,1e+0
868.45658,193.0116,0.6124,0.3876,0.8182,0.1818,Streett,39,TP,48,1e+0
876.76523,193.0116,0.5927,0.4073,0.831,0.169,Streett,39,TP,49,1e+0
896.72625,193.0116,0.5712,0.4288,0.8461,0.1539,Streett,39,TP,50,1e+0
924.99593,193.0116,0.5432,0.4568,0.8627,0.1373,Streett,39,TP,51,1e+0
956.71065,193.0116,0.5208,0.4792,0.875,0.125,Streett,39,TP,52,1e+0
967.0458,193.0116,0.52,0.48,0.878,0.122,Streett,39,TP,53,1e+0
897.43553,195.0115,0.722,0.278,0.722,0.278,Streett,39,TP,54,1e+0
915.06608,195.0115,0.6026,0.3974,0.825,0.175,Streett,39,TP,55,1e+0
918.10583,195.0115,0.601,0.399,0.8252,0.1748,Streett,39,TP,56,1e+0
921.55088,195.0115,0.5975,0.4025,0.8317,0.1683,Streett,39,TP,57,1e+0
926.00918,195.0115,0.5951,0.4049,0.8344,0.1656,Streett,39,TP,58,1e+0
934.6218,195.0115,0.58,0.42,0.8442,0.1558,Streett,39,TP,59,1e+0
950.52983,195.0115,0.5622,0.4378,0.8548,0.1452,Streett,39,TP,60,1e+0
988.42538,195.0115,0.5347,0.4653,0.8706,0.1294,Streett,39,TP,61,1e+0
993.99825,195.0115,0.55,0.45,0.872,0.128,Streett,39,TP,62,1e+0
936.04035,197.0114,0.723,0.277,0.723,0.277,Streett,39,TP,63,1e+0
951.94838,197.0114,0.6204,0.3796,0.816,0.184,Streett,39,TP,64,1e+0
955.39343,197.0114,0.616,0.384,0.821,0.179,Streett,39,TP,65,1e+0
959.14245,197.0114,0.6098,0.3902,0.8255,0.1745,Streett,39,TP,66,1e+0
963.60075,197.0114,0.6034,0.3966,0.8289,0.1711,Streett,39,TP,67,1e+0
978.3942,197.0114,0.586,0.414,0.8416,0.1584,Streett,39,TP,68,1e+0
998.05125,197.0114,0.5667,0.4333,0.8522,0.1478,Streett,39,TP,69,1e+0
1015.2765,197.0114,0.5533,0.4467,0.8605,0.1395,Streett,39,TP,70,1e+0
1020.4441,197.0114,0.56,0.44,0.862,0.138,Streett,39,TP,71,1e+0
976.06373,199.0112,0.724,0.276,0.724,0.276,Streett,39,TP,72,1e+0
984.27105,199.0112,0.6497,0.3503,0.7989,0.2011,Streett,39,TP,73,1e+0
987.00683,199.0112,0.6432,0.3568,0.802,0.198,Streett,39,TP,74,1e+0
989.43863,199.0112,0.6368,0.3632,0.8077,0.1923,Streett,39,TP,75,1e+0
993.28898,199.0112,0.6289,0.3711,0.812,0.188,Streett,39,TP,76,1e+0
1002.2056,199.0112,0.6119,0.3881,0.8203,0.1797,Streett,39,TP,77,1e+0
1004.3334,199.0112,0.6056,0.3944,0.8244,0.1756,Streett,39,TP,78,1e+0
1015.9858,199.0112,0.5941,0.4059,0.8335,0.1665,Streett,39,TP,79,1e+0
1040.8104,199.0112,0.5681,0.4319,0.8512,0.1488,Streett,39,TP,80,1e+0
1048.1058,199.0112,0.56,0.44,0.86,0.14,Streett,39,TP,81,1e+0
2.941995,90.687,0.0032,0.9968,0.923,0.077,Skripka,36,TP,3,1e+0
3.92266,90.687,0.0043,0.9957,0.938,0.062,Skripka,36,TP,4,1e+0
4.903325,90.687,0.0055,0.9945,0.9485,0.0515,Skripka,36,TP,5,1e+0
5.88399,90.687,0.0066,0.9934,0.9565,0.0435,Skripka,36,TP,6,1e+0
6.864655,90.687,0.0075,0.9925,0.962,0.038,Skripka,36,TP,7,1e+0
7.84532,90.687,0.0088,0.9912,0.965,0.035,Skripka,36,TP,8,1e+0
8.825985,90.687,0.0098,0.9902,0.9675,0.0325,Skripka,36,TP,9,1e+0
9.80665,90.687,0.0109,0.9891,0.9695,0.0305,Skripka,36,TP,10,1e+0
10.787315,90.687,0.0119,0.9881,0.9715,0.0285,Skripka,36,TP,11,1e+0
11.76798,90.687,0.0129,0.9871,0.974,0.026,Skripka,36,TP,12,1e+0
