p (Pa);rho (mol/m3);T (K);z (molar);type;BibTeX;weight;x (molar);y (molar);rho' (mol/m3);rho'' (mol/m3);rho' (guess,mol/m3);rho'' (guess,mol/m3);error_TillnerRoth [%];rho (kg/m3)
11193000.0;;405.71;;PTXY;Rizvi-JCED-1987;0.0;[0.9931, 0.006900000000000017];[0.9932, 0.006800000000000028];;;19345.21382127122;19312.110519508624;;
11300999.999999998;;405.51;;PTXY;Rizvi-JCED-1987;0.0;[1.0, 0.0];[1.0, 0.0];;;9990.84842422299;9990.848424222439;;
239000.0;;399.14;;PTXY;Rizvi-JCED-1987;0.0;[0.0, 1.0];[0.0, 1.0];;;52078.18834280017;74.03898553981523;;
366000.0;;399.46;;PTXY;Rizvi-JCED-1987;0.0;[0.046, 0.954];[0.3445, 0.6555];;;50728.56160715376;113.87229567660911;;
618000.0;;399.84;;PTXY;Rizvi-JCED-1987;0.0;[0.1206, 0.8794];[0.6281, 0.3719];;;48975.231087995744;194.11395171010685;;
874000.0000000001;;399.59;;PTXY;Rizvi-JCED-1987;0.0;[0.175, 0.825];[0.7415, 0.25849999999999995];;;47881.85652350516;277.5498431983418;;
1232999.9999999998;;399.32;;PTXY;Rizvi-JCED-1987;0.0;[0.2419, 0.7581];[0.8199, 0.18010000000000004];;;46575.9506238361;397.54483874166505;;
1653000.0;;399.28;;PTXY;Rizvi-JCED-1987;0.0;[0.3042, 0.6958];[0.8671, 0.13290000000000002];;;45330.86328550637;542.3887905432728;;
1955000.0;;399.13;;PTXY;Rizvi-JCED-1987;0.0;[0.342, 0.6579999999999999];[0.8884, 0.11160000000000003];;;44564.09594469058;650.1707821246744;;
2487000.0;;399.38;;PTXY;Rizvi-JCED-1987;0.0;[0.4006, 0.5993999999999999];[0.912, 0.08799999999999997];;;43295.60888201688;846.5112648131434;;
3637000.0;;399.45;;PTXY;Rizvi-JCED-1987;0.0;[0.5006, 0.49939999999999996];[0.9362, 0.06379999999999997];;;40954.046604887495;1312.6297576756967;;
4863000.0;;399.27;;PTXY;Rizvi-JCED-1987;0.0;[0.5751, 0.42490000000000006];[0.9516, 0.0484];;;38985.379415664065;1887.3374872932236;;
5365000.0;;399.19;;PTXY;Rizvi-JCED-1987;0.0;[0.6306, 0.36939999999999995];[0.954, 0.04600000000000004];;;37297.29701547511;2158.640629979775;;
6763000.0;;398.99;;PTXY;Rizvi-JCED-1987;0.0;[0.6997, 0.3003];[0.9623, 0.037699999999999956];;;35091.279106407506;3057.4801299204373;;
8321000.0;;399.15;;PTXY;Rizvi-JCED-1987;0.0;[0.8896, 0.11040000000000005];[0.9682, 0.03180000000000005];;;28319.33717375798;4585.381895899444;;
10125000.0;;399.14;;PTXY;Rizvi-JCED-1987;0.0;[1.0, 0.0];[1.0, 0.0];;;20536.095421769976;7306.864211451233;;
136999.99999999997;;381.93;;PTXY;Rizvi-JCED-1987;0.0;[0.0, 1.0];[0.0, 1.0];;;52837.09692277828;43.97221926148338;;
184000.0;;381.72;;PTXY;Rizvi-JCED-1987;0.0;[0.0165, 0.9835];[0.0729, 0.9271];;;52362.08726860834;59.39194355206633;;
188000.0;;382.03;;PTXY;Rizvi-JCED-1987;0.0;[0.0175, 0.9825];[0.098, 0.902];;;52320.52155490854;60.623555043649056;;
256000.0;;381.6;;PTXY;Rizvi-JCED-1987;0.0;[0.0553, 0.9447];[0.339, 0.661];;;51369.327791778705;82.91201375431994;;
318000.0;;381.66;;PTXY;Rizvi-JCED-1987;0.0;[0.0829, 0.9171];[0.4755, 0.5245];;;50745.19496396719;103.30049547389862;;
381000.0;;381.7;;PTXY;Rizvi-JCED-1987;0.0;[0.1078, 0.8922];[0.5699, 0.43010000000000004];;;50223.789878668416;124.12212026202909;;
470000.0;;381.68;;PTXY;Rizvi-JCED-1987;0.0;[0.1375, 0.8625];[0.6593, 0.3407];;;49636.8597022739;153.74065816868605;;
462999.99999999994;;382.12;;PTXY;Rizvi-JCED-1987;0.0;[0.1415, 0.8585];[0.7273, 0.27270000000000005];;;49534.966859996195;150.65570133292852;;
535000.0;;382.09;;PTXY;Rizvi-JCED-1987;0.0;[0.1529, 0.8471];[0.7071, 0.29290000000000005];;;49317.92866553396;175.26432576259216;;
679000.0;;381.94;;PTXY;Rizvi-JCED-1987;0.0;[0.1981, 0.8019000000000001];[0.8203, 0.17969999999999997];;;48466.09785626355;223.14602817491422;;
818000.0;;381.52;;PTXY;Rizvi-JCED-1987;0.0;[0.2358, 0.7642];[0.8454, 0.15459999999999996];;;47774.26260740665;271.0523215539036;;
919000.0;;382.2;;PTXY;Rizvi-JCED-1987;0.0;[0.2546, 0.7454000000000001];[0.8734, 0.12660000000000005];;;47375.02567665004;304.92001401434993;;
1128000.0;;381.54;;PTXY;Rizvi-JCED-1987;0.0;[0.2989, 0.7011000000000001];[0.894, 0.10599999999999998];;;46557.088006306374;378.92677921382983;;
1333000.0000000002;;382.1;;PTXY;Rizvi-JCED-1987;0.0;[0.3244, 0.6756];[0.9218, 0.07820000000000005];;;46022.69347927667;450.49015744334343;;
1525000.0;;381.89;;PTXY;Rizvi-JCED-1987;0.0;[0.357, 0.643];[0.9334, 0.06659999999999999];;;45383.653337562726;520.4290494845508;;
1589000.0;;381.62;;PTXY;Rizvi-JCED-1987;0.0;[0.3688, 0.6312];[0.9339, 0.06610000000000005];;;45161.340125330324;544.772694632189;;
2031000.0000000002;;382.05;;PTXY;Rizvi-JCED-1987;0.0;[0.4267, 0.5732999999999999];[0.9473, 0.05269999999999997];;;43927.34224221025;711.3807544378955;;
2598000.0000000005;;382.13;;PTXY;Rizvi-JCED-1987;0.0;[0.5, 0.5];[0.9593, 0.04069999999999996];;;42285.545432482024;938.1669500501885;;
3105000.0;;382.28;;PTXY;Rizvi-JCED-1987;0.0;[0.5531, 0.44689999999999996];[0.9663, 0.03369999999999995];;;40981.780406854916;1154.2603663346126;;
3563000.0;;381.78;;PTXY;Rizvi-JCED-1987;0.0;[0.5964, 0.40359999999999996];[0.9746, 0.025399999999999978];;;39883.006522735996;1363.4607581590874;;
3615000.0;;382.24;;PTXY;Rizvi-JCED-1987;0.0;[0.6048, 0.3952];[0.9714, 0.02859999999999996];;;39608.96706371718;1388.160587879714;;
4176000.0;;381.87;;PTXY;Rizvi-JCED-1987;0.0;[0.6635, 0.3365];[0.9785, 0.021499999999999964];;;37919.39735925661;1666.57841990558;;
4176000.0;;382.07;;PTXY;Rizvi-JCED-1987;0.0;[0.6762, 0.3238];[0.9758, 0.0242];;;37495.928096633266;1668.5433827919692;;
4516000.0;;382.12;;PTXY;Rizvi-JCED-1987;0.0;[0.708, 0.29200000000000004];[0.9778, 0.022199999999999998];;;36477.02811359359;1850.8776677471496;;
4735000.0;;382.2;;PTXY;Rizvi-JCED-1987;0.0;[0.732, 0.268];[0.9785, 0.021499999999999964];;;35682.285759606755;1974.9202526391673;;
5073000.0;;381.76;;PTXY;Rizvi-JCED-1987;0.0;[0.7621, 0.2379];[0.9847, 0.01529999999999998];;;34742.59276919312;2172.069858088679;;
5907999.999999999;;381.93;;PTXY;Rizvi-JCED-1987;0.0;[0.8064, 0.1936];[0.9863, 0.013700000000000045];;;33307.45282430036;2748.581706310338;;
5919000.0;;382.01;;PTXY;Rizvi-JCED-1987;0.0;[0.8542, 0.14580000000000004];[0.9893, 0.010700000000000043];;;31658.574248979363;2739.0354867182236;;
6470000.0;;382.03;;PTXY;Rizvi-JCED-1987;0.0;[0.8853, 0.11470000000000002];[0.9918, 0.008199999999999985];;;30621.3696984821;3190.6564712096038;;
6603000.0;;382.0;;PTXY;Rizvi-JCED-1987;0.0;[0.9181, 0.08189999999999997];[0.9937, 0.006299999999999972];;;29388.034158935014;3302.6827225982;;
6752000.000000001;;381.96;;PTXY;Rizvi-JCED-1987;0.0;[0.9457, 0.054300000000000015];[0.9943, 0.005700000000000038];;;28230.016534632807;3449.2036140478663;;
7363000.0;;381.93;;PTXY;Rizvi-JCED-1987;0.0;[1.0, 0.0];[1.0, 0.0];;;25223.959374674094;4108.364953628949;;
113000.0;;376.28;;PTXY;Rizvi-JCED-1987;0.0;[0.0, 1.0];[0.0, 1.0];;;53070.56723784464;36.72976148874918;;
158000.0;;376.11;;PTXY;Rizvi-JCED-1987;0.0;[0.0192, 0.9808];[0.1752, 0.8248];;;52527.86015202449;51.541671640675794;;
171000.0;;376.09;;PTXY;Rizvi-JCED-1987;0.0;[0.0275, 0.9725];[0.2508, 0.7492];;;52307.19164376441;55.80687090508072;;
192000.0;;376.06;;PTXY;Rizvi-JCED-1987;0.0;[0.0424, 0.9576];[0.3557, 0.6443];;;51932.13651054867;62.712513239824744;;
228000.0;;376.03;;PTXY;Rizvi-JCED-1987;0.0;[0.0629, 0.9371];[0.4812, 0.5187999999999999];;;51453.870685170055;74.59151317198732;;
294000.0;;376.08;;PTXY;Rizvi-JCED-1987;0.0;[0.0965, 0.9035];[0.6121, 0.3879];;;50735.42905768226;96.46563309839695;;
382000.0;;375.85;;PTXY;Rizvi-JCED-1987;0.0;[0.135, 0.865];[0.7057, 0.2943];;;49991.11223141637;125.95357093660992;;
401000.0;;375.94;;PTXY;Rizvi-JCED-1987;0.0;[0.1404, 0.8596];[0.7261, 0.27390000000000003];;;49883.649293609036;132.26651656025822;;
532999.9999999999;;376.34;;PTXY;Rizvi-JCED-1987;0.0;[0.1861, 0.8139000000000001];[0.796, 0.20399999999999996];;;49003.12886714967;176.68932458057373;;
740000.0;;375.94;;PTXY;Rizvi-JCED-1987;0.0;[0.2442, 0.7558];[0.8603, 0.13970000000000005];;;47935.77324963964;247.90775391354052;;
885000.0;;376.37;;PTXY;Rizvi-JCED-1987;0.0;[0.264, 0.736];[0.8839, 0.11609999999999998];;;47537.116865856435;298.15677071093637;;
1224000.0;;375.99;;PTXY;Rizvi-JCED-1987;0.0;[0.3418, 0.6582];[0.9203, 0.0797];;;46051.031621105;419.6591252057244;;
1468000.0000000002;;376.17;;PTXY;Rizvi-JCED-1987;0.0;[0.3759, 0.6241];[0.9344, 0.06559999999999999];;;45360.22791639604;509.31712618659185;;
1936000.0;;376.12;;PTXY;Rizvi-JCED-1987;0.0;[0.4452, 0.5548];[0.9522, 0.047799999999999954];;;43925.364078814055;688.7025097421184;;
2117000.0;;376.2;;PTXY;Rizvi-JCED-1987;0.0;[0.4556, 0.5444];[0.9566, 0.043399999999999994];;;43699.59285136936;760.5337576730525;;
2376000.0;;376.18;;PTXY;Rizvi-JCED-1987;0.0;[0.5008, 0.4992];[0.9626, 0.03739999999999999];;;42693.29384554478;866.2423011770018;;
2781000.0;;376.21;;PTXY;Rizvi-JCED-1987;0.0;[0.5468, 0.45320000000000005];[0.9686, 0.031399999999999983];;;41604.47436543721;1039.0126258642488;;
3023999.9999999995;;376.3;;PTXY;Rizvi-JCED-1987;0.0;[0.5575, 0.4425];[0.9685, 0.03149999999999997];;;41339.68730038964;1148.8802079560824;;
3493000.0000000005;;376.27;;PTXY;Rizvi-JCED-1987;0.0;[0.6402, 0.3598];[0.9756, 0.024399999999999977];;;39111.479176947054;1368.1432323432466;;
3909000.0;;376.33;;PTXY;Rizvi-JCED-1987;0.0;[0.657, 0.34299999999999997];[0.9691, 0.03090000000000004];;;38630.74471589108;1591.5068603204738;;
3948000.0;;376.1;;PTXY;Rizvi-JCED-1987;0.0;[0.6842, 0.31579999999999997];[0.9777, 0.022299999999999986];;;37816.79187391898;1602.6970407251956;;
4630000.0;;376.36;;PTXY;Rizvi-JCED-1987;0.0;[0.7388, 0.2612];[0.9709, 0.029100000000000015];;;36073.58902564327;2013.9806183154426;;
5239000.0;;376.27;;PTXY;Rizvi-JCED-1987;0.0;[0.7662, 0.2338];[0.9777, 0.022299999999999986];;;35226.56858051407;2417.1425700669306;;
6626000.0;;376.28;;PTXY;Rizvi-JCED-1987;0.0;[1.0, 0.0];[1.0, 0.0];;;26283.825004790666;3550.0896945114373;;
61000.0;;359.66;;PTXY;Rizvi-JCED-1987;0.0;[0.0, 1.0];[0.0, 1.0];;;53710.48390181651;20.62708774531475;;
115999.99999999999;;359.49;;PTXY;Rizvi-JCED-1987;0.0;[0.0368, 0.9632000000000001];[0.2025, 0.7975];;;52762.28629607319;39.48237813466772;;
121000.0;;359.68;;PTXY;Rizvi-JCED-1987;0.0;[0.0428, 0.9572];[0.2352, 0.7648];;;52615.51955923376;41.16992795795474;;
153000.0;;359.7;;PTXY;Rizvi-JCED-1987;0.0;[0.0777, 0.9223];[0.4114, 0.5886];;;51870.749836631425;52.13807026765614;;
192000.0;;359.56;;PTXY;Rizvi-JCED-1987;0.0;[0.1064, 0.8936];[0.5534, 0.4466];;;51323.64758950058;65.58475647494089;;
253000.0;;359.6;;PTXY;Rizvi-JCED-1987;0.0;[0.1399, 0.8601];[0.6826, 0.3174];;;50709.32835855432;86.66603559632499;;
386000.0;;359.61;;PTXY;Rizvi-JCED-1987;0.0;[0.2054, 0.7946];[0.815, 0.18500000000000005];;;49535.587560353226;133.04942405739993;;
623000.0;;359.64;;PTXY;Rizvi-JCED-1987;0.0;[0.2837, 0.7162999999999999];[0.8948, 0.10519999999999996];;;48103.53918179548;217.3933267490967;;
644000.0;;359.74;;PTXY;Rizvi-JCED-1987;0.0;[0.2935, 0.7065];[0.9053, 0.0947];;;47915.17575193508;224.7598588341825;;
767000.0;;359.73;;PTXY;Rizvi-JCED-1987;0.0;[0.3261, 0.6738999999999999];[0.9154, 0.08460000000000001];;;47302.54784041969;269.74235687227616;;
1189000.0;;359.75;;PTXY;Rizvi-JCED-1987;0.0;[0.4173, 0.5827];[0.9517, 0.04830000000000001];;;45529.70638746635;428.2106917943757;;
1510000.0;;359.72;;PTXY;Rizvi-JCED-1987;0.0;[0.4724, 0.5276000000000001];[0.9635, 0.03649999999999998];;;44405.96309407188;554.7262551337924;;
1516000.0;;359.75;;PTXY;Rizvi-JCED-1987;0.0;[0.4805, 0.5195000000000001];[0.9655, 0.034499999999999975];;;44232.42731782126;556.8028605276386;;
1916999.9999999998;;359.76;;PTXY;Rizvi-JCED-1987;0.0;[0.5442, 0.4558];[0.975, 0.025000000000000022];;;42834.94631124561;722.5229921603099;;
2415000.0;;359.75;;PTXY;Rizvi-JCED-1987;0.0;[0.6162, 0.38380000000000003];[0.9831, 0.016900000000000026];;;41097.99784603509;942.2108340347949;;
3093000.0;;359.67;;PTXY;Rizvi-JCED-1987;0.0;[0.7257, 0.2743];[0.989, 0.01100000000000001];;;38033.54905399999;1273.76085392471;;
3147000.0;;359.66;;PTXY;Rizvi-JCED-1987;0.0;[0.7337, 0.2663];[0.9898, 0.010199999999999987];;;37791.34357513646;1301.6515757412321;;
3523000.0;;359.61;;PTXY;Rizvi-JCED-1987;0.0;[0.7997, 0.20030000000000003];[0.9918, 0.008199999999999985];;;35734.03922635816;1508.493625610941;;
4062000.0000000005;;359.57;;PTXY;Rizvi-JCED-1987;0.0;[0.8934, 0.10660000000000003];[0.9957, 0.0042999999999999705];;;32760.188487556192;1836.1895476881298;;
4524000.0;;359.64;;PTXY;Rizvi-JCED-1987;0.0;[0.9711, 0.028900000000000037];[0.998, 0.0020000000000000018];;;30044.478631599664;2159.548052104609;;
4743000.0;;359.66;;PTXY;Rizvi-JCED-1987;0.0;[1.0, 0.0];[1.0, 0.0];;;28835.2108915461;2327.260235508128;;
28999.999999999996;;341.81;;PTXY;Rizvi-JCED-1987;0.0;[0.0, 1.0];[0.0, 1.0];;;54314.64877739098;10.273900930005132;;
89000.00000000001;;343.51;;PTXY;Rizvi-JCED-1987;0.0;[0.0621, 0.9379];[0.3825, 0.6174999999999999];;;52830.17363558457;31.581736346162;;
132000.0;;340.87;;PTXY;Rizvi-JCED-1987;0.0;[0.0985, 0.9015];[0.6254, 0.37460000000000004];;;52260.18661402388;47.33461749729841;;
136000.0;;340.87;;PTXY;Rizvi-JCED-1987;0.0;[0.1029, 0.8971];[0.6336, 0.36639999999999995];;;52183.56914584711;48.785611905664;;
118000.00000000001;;340.96;;PTXY;Rizvi-JCED-1987;0.0;[0.103, 0.897];[0.6184, 0.38160000000000005];;;52177.7957232848;42.23301253335477;;
130000.0;;340.97;;PTXY;Rizvi-JCED-1987;0.0;[0.1143, 0.8857];[0.6597, 0.34030000000000005];;;51982.99650521526;46.56023139900616;;
154000.0;;341.18;;PTXY;Rizvi-JCED-1987;0.0;[0.1491, 0.8509];[0.7371, 0.2629];;;51386.480445948095;55.17808308594374;;
168999.99999999997;;341.03;;PTXY;Rizvi-JCED-1987;0.0;[0.1497, 0.8503000000000001];[0.7357, 0.2643];;;51383.23694443494;60.68239668775791;;
201999.99999999997;;343.95;;PTXY;Rizvi-JCED-1987;0.0;[0.1688, 0.8311999999999999];[0.8633, 0.13670000000000004];;;50931.96071641411;71.82803270988968;;
267000.0;;344.84;;PTXY;Rizvi-JCED-1987;0.0;[0.2214, 0.7786];[0.893, 0.10699999999999998];;;49984.880492206474;95.07849754213039;;
273000.0;;340.96;;PTXY;Rizvi-JCED-1987;0.0;[0.2416, 0.7584];[0.8691, 0.13090000000000002];;;49818.13555935235;98.57555730772243;;
405000.0;;341.23;;PTXY;Rizvi-JCED-1987;0.0;[0.3102, 0.6898];[0.9235, 0.07650000000000001];;;48583.661283215755;147.26889324390348;;
534000.0;;344.84;;PTXY;Rizvi-JCED-1987;0.0;[0.3322, 0.6678];[0.955, 0.04500000000000004];;;47995.94676012919;193.26868221255523;;
561000.0;;341.49;;PTXY;Rizvi-JCED-1987;0.0;[0.3603, 0.6396999999999999];[0.9542, 0.04579999999999995];;;47652.86326516501;205.77455138159945;;
719000.0000000001;;343.78;;PTXY;Rizvi-JCED-1987;0.0;[0.39, 0.61];[0.9744, 0.025599999999999956];;;46974.34954357611;264.12992199865647;;
722000.0;;341.26;;PTXY;Rizvi-JCED-1987;0.0;[0.4188, 0.5811999999999999];[0.9693, 0.03069999999999995];;;46564.17619810191;267.83550902274493;;
900000.0;;340.79;;PTXY;Rizvi-JCED-1987;0.0;[0.4702, 0.5298];[0.9778, 0.022199999999999998];;;45591.21801717748;338.591868149175;;
1142000.0000000002;;340.6;;PTXY;Rizvi-JCED-1987;0.0;[0.516, 0.484];[0.9879, 0.0121];;;44677.87943587029;437.2707837025091;;
1436000.0;;340.8;;PTXY;Rizvi-JCED-1987;0.0;[0.5815, 0.4185];[0.9895, 0.010499999999999954];;;43256.95134792652;562.5067565232645;;
1466999.9999999998;;340.69;;PTXY;Rizvi-JCED-1987;0.0;[0.5909, 0.4091];[0.9906, 0.009399999999999964];;;43051.64087648979;576.2214494184208;;
1749000.0;;340.81;;PTXY;Rizvi-JCED-1987;0.0;[0.6369, 0.3631];[0.9937, 0.006299999999999972];;;41962.34290621923;702.8513455403759;;
2175000.0;;340.89;;PTXY;Rizvi-JCED-1987;0.0;[0.7414, 0.25860000000000005];[0.996, 0.0040000000000000036];;;39179.08445981233;908.4514298825836;;
2884000.0;;339.51;;PTXY;Rizvi-JCED-1987;0.0;[0.956, 0.04400000000000004];[0.997, 0.0030000000000000027];;;32809.935774474594;1316.1351202985059;;
3211999.9999999995;;341.81;;PTXY;Rizvi-JCED-1987;0.0;[1.0, 0.0];[1.0, 0.0];;;31060.310224982324;1499.2335198966107;;
5000.0;;305.64;;PTXY;Rizvi-JCED-1987;0.0;[0.0, 1.0];[0.0, 1.0];;;55221.381376104575;1.971927567887288;;
36000.00000000001;;303.24;;PTXY;Rizvi-JCED-1987;0.0;[0.1122, 0.8878];[0.766, 0.23399999999999999];;;53278.59150640848;14.359387530934239;;
38000.0;;304.32;;PTXY;Rizvi-JCED-1987;0.0;[0.1157, 0.8843];[0.8039, 0.19610000000000005];;;53201.65843098915;15.101558989876287;;
66000.0;;303.69;;PTXY;Rizvi-JCED-1987;0.0;[0.1263, 0.8737];[0.8632, 0.13680000000000003];;;53070.38972064241;26.368330201275622;;
52000.00000000001;;304.32;;PTXY;Rizvi-JCED-1987;0.0;[0.1883, 0.8117];[0.8862, 0.11380000000000001];;;52168.72513024362;20.68555433617701;;
176000.00000000003;;304.87;;PTXY;Rizvi-JCED-1987;0.0;[0.2648, 0.7352000000000001];[0.9633, 0.036699999999999955];;;50978.84865640447;70.74670139147614;;
239000.0;;305.4;;PTXY;Rizvi-JCED-1987;0.0;[0.374, 0.626];[0.9832, 0.016800000000000037];;;49154.67615074904;96.43127440301616;;
331000.0;;305.94;;PTXY;Rizvi-JCED-1987;0.0;[0.4017, 0.5983];[0.9891, 0.01090000000000002];;;48657.45695479998;134.5236343091743;;
520000.0;;306.9;;PTXY;Rizvi-JCED-1987;0.0;[0.5046, 0.49539999999999995];[0.9935, 0.00649999999999995];;;46781.571618156304;214.7591347674701;;
507000.0;;306.93;;PTXY;Rizvi-JCED-1987;0.0;[0.5645, 0.4355];[0.993, 0.007000000000000006];;;45642.90747294036;209.08420195742423;;
567000.0000000001;;306.1;;PTXY;Rizvi-JCED-1987;0.0;[0.6051, 0.39490000000000003];[0.9953, 0.0047000000000000375];;;44879.44682577865;236.08368019105646;;
725000.0;;306.89;;PTXY;Rizvi-JCED-1987;0.0;[0.671, 0.32899999999999996];[0.996, 0.0040000000000000036];;;43421.96026024112;306.2926109140708;;
942000.0000000001;;307.19;;PTXY;Rizvi-JCED-1987;0.0;[0.767, 0.23299999999999998];[0.9976, 0.0023999999999999577];;;41079.60424079803;407.7740240039793;;
1232000.0;;309.03;;PTXY;Rizvi-JCED-1987;0.0;[0.9085, 0.09150000000000003];[0.9989, 0.0010999999999999899];;;37038.33089065498;548.3006070412252;;
1254000.0;;305.64;;PTXY;Rizvi-JCED-1987;0.0;[1.0, 0.0];[1.0, 0.0];;;34732.534677005046;570.2207448228237;;
6343.17670971489;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.04820000000000002, 0.9518];[0.649, 0.351];;;54427.4730907327;2.60591956679016;;
6356.966224301227;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.04820000000000002, 0.9518];[0.649, 0.351];;;54427.47345360956;2.6115921698546303;;
6563.808943096277;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.052100000000000035, 0.9479];[0.671, 0.329];;;54362.845588198776;2.6965823040487544;;
6674.125059786971;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.052100000000000035, 0.9479];[0.671, 0.329];;;54362.84849000572;2.7419647705774945;;
8521.920014356092;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.0716, 0.9284];[0.754, 0.246];;;54061.65706120874;3.501762035365805;;
11624.560796281852;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.09699999999999998, 0.903];[0.8260000000000001, 0.174];;;53707.25537962173;4.7782622892496;;
12500.194972514235;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.10419999999999996, 0.8958];[0.841, 0.159];;;53611.33834347906;5.138645064923761;;
18988.16158538566;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.1492, 0.8508];[0.9059, 0.0941];;;53023.049480839014;7.810945653201615;;
19401.847022975762;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.1492, 0.8508];[0.9059, 0.0941];;;53023.059122474675;7.98157901314354;;
19277.74139169873;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.14970000000000006, 0.8503];[0.9064, 0.0936];;;53016.47428293821;7.930364102511989;;
19470.794595907446;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.14970000000000006, 0.8503];[0.9064, 0.0936];;;53016.47877827133;8.009996534172696;;
21125.53634626785;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.16010000000000002, 0.8399];[0.9166, 0.0834];;;52878.861240876366;8.692175489016112;;
21484.063725512606;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.16010000000000002, 0.8399];[0.9166, 0.0834];;;52878.869432181265;8.840124798874399;;
29350.981797017703;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.1996, 0.8004];[0.9452, 0.0548];;;52339.48681332691;12.087064782100809;;
29481.9821855879;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.1996, 0.8004];[0.9452, 0.0548];;;52339.48960293665;12.14121584296105;;
30474.827235804147;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.20209999999999995, 0.7979];[0.9466, 0.0534];;;52304.36475482498;12.55152055738103;;
30461.03772121781;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.20209999999999995, 0.7979];[0.9466, 0.0534];;;52304.364462420235;12.54581905233678;;
31378.040441209203;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.20209999999999995, 0.7979];[0.9466, 0.0534];;;52304.383907301235;12.925013057530652;;
46918.82338001068;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.25439999999999996, 0.7456];[0.9687, 0.0313];;;51542.84411248739;19.35882382083731;;
46925.718137303855;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.25439999999999996, 0.7456];[0.9687, 0.0313];;;51542.844247675894;19.361684849504133;;
66699.8820541107;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.30079999999999996, 0.6992];[0.9802, 0.0198];;;50831.200009757966;27.5805342175705;;
67947.83312417418;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.30189999999999995, 0.6981];[0.9804, 0.0196];;;50814.01069294844;28.10061637557785;;
67830.62225019031;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.30189999999999995, 0.6981];[0.9804, 0.0196];;;50814.008510522464;28.051751572749478;;
133716.92294370715;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.3981, 0.6019];[0.99217, 0.00783];;;49264.511409059836;55.71185919973942;;
133730.7124582935;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.3981, 0.6019];[0.99217, 0.00783];;;49264.51165444283;55.71769508310151;;
141983.73693821603;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.40669999999999995, 0.5933];[0.99278, 0.00722];;;49122.14356422212;59.21230533011827;;
141969.9474236297;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.40669999999999995, 0.5933];[0.99278, 0.00722];;;49122.14331891005;59.206458191758756;;
140949.52334424076;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.40780000000000005, 0.5922];[0.99285, 0.00715];;;49103.85170332361;58.77363894216934;;
140873.6810140159;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.40780000000000005, 0.5922];[0.99285, 0.00715];;;49103.85035408812;58.741488118879644;;
249383.37129389954;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.5005, 0.4995];[0.99691, 0.00309];;;47524.40442661531;105.32047083695576;;
248776.63265210073;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.5005, 0.4995];[0.99691, 0.00309];;;47524.39324134476;105.05648803009133;;
250934.69168486245;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.5015000000000001, 0.4985];[0.99694, 0.00306];;;47506.851311646446;105.99534287398347;;
250010.79420757788;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.5015000000000001, 0.4985];[0.99694, 0.00306];;;47506.834266565544;105.59323077243174;;
534412.6377934795;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.6984, 0.3016];[0.999376, 0.000624];;;43665.99096485232;234.01006145667677;;
534426.4273080658;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.6984, 0.3016];[0.999376, 0.000624];;;43665.99131191485;234.01653648563212;;
536612.0653700002;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.7001, 0.2999];[0.999383, 0.000617];;;43628.27949047663;235.0428195808394;;
537646.2789639755;;293.15;;PTXY;Smolen-JCED-1991;0.0;[0.7001, 0.2999];[0.999383, 0.000617];;;43628.30562579973;235.52882867093155;;
